,date,state,fips,cases,deaths,date_id
7033,2020-07-08,North Carolina,37,77735,1470,20200708
7034,2020-07-08,North Dakota,38,3975,89,20200708
7035,2020-07-08,Northern Mariana Islands,69,31,2,20200708
7036,2020-07-08,Ohio,39,60181,2991,20200708
7037,2020-07-08,Oklahoma,40,17893,407,20200708
7038,2020-07-08,Oregon,41,10872,228,20200708
7039,2020-07-08,Pennsylvania,42,96817,6864,20200708
7040,2020-07-08,Puerto Rico,72,8745,159,20200708
7041,2020-07-08,Rhode Island,44,17204,971,20200708
7042,2020-07-08,South Carolina,45,48909,884,20200708
7043,2020-07-08,South Dakota,46,7242,98,20200708
7044,2020-07-08,Tennessee,47,54756,678,20200708
7045,2020-07-08,Texas,48,229116,2935,20200708
7046,2020-07-08,Utah,49,26921,201,20200708
7047,2020-07-08,Vermont,50,1256,56,20200708
7048,2020-07-08,Virgin Islands,78,144,6,20200708
7049,2020-07-08,Virginia,51,67375,1905,20200708
7050,2020-07-08,Washington,53,39661,1395,20200708
7051,2020-07-08,West Virginia,54,3707,95,20200708
7052,2020-07-08,Wisconsin,55,36526,818,20200708
7053,2020-07-08,Wyoming,56,1740,21,20200708
7054,2020-07-09,Alabama,01,49174,1068,20200709
7055,2020-07-09,Alaska,02,1521,15,20200709
7056,2020-07-09,Arizona,04,112783,2047,20200709
7057,2020-07-09,Arkansas,05,26052,309,20200709
7058,2020-07-09,California,06,303516,6825,20200709
7059,2020-07-09,Colorado,08,35604,1707,20200709
7060,2020-07-09,Connecticut,09,47209,4348,20200709
7061,2020-07-09,Delaware,10,12531,517,20200709
7062,2020-07-09,District of Columbia,11,10679,568,20200709
7063,2020-07-09,Florida,12,232710,4008,20200709
7064,2020-07-09,Georgia,13,98693,2880,20200709
7065,2020-07-09,Guam,66,1278,6,20200709
7066,2020-07-09,Hawaii,15,1112,19,20200709
7067,2020-07-09,Idaho,16,9598,101,20200709
7068,2020-07-09,Illinois,17,152188,7333,20200709
7069,2020-07-09,Indiana,18,50829,2739,20200709
7070,2020-07-09,Iowa,19,33316,742,20200709
7071,2020-07-09,Kansas,20,18031,294,20200709
7072,2020-07-09,Kentucky,21,18576,640,20200709
7073,2020-07-09,Louisiana,22,72102,3355,20200709
7074,2020-07-09,Maine,23,3486,111,20200709
7075,2020-07-09,Maryland,24,72037,3288,20200709
7076,2020-07-09,Massachusetts,25,110897,8268,20200709
7077,2020-07-09,Michigan,26,75247,6275,20200709
7078,2020-07-09,Minnesota,27,40201,1528,20200709
7079,2020-07-09,Mississippi,28,33591,1204,20200709
7080,2020-07-09,Missouri,29,27301,1095,20200709
7081,2020-07-09,Montana,30,1466,25,20200709
7082,2020-07-09,Nebraska,31,20658,294,20200709
7083,2020-07-09,Nevada,32,25055,574,20200709
7084,2020-07-09,New Hampshire,33,5973,387,20200709
7085,2020-07-09,New Jersey,34,176217,15448,20200709
7086,2020-07-09,New Mexico,35,14251,533,20200709
7087,2020-07-09,New York,36,404207,31979,20200709
7088,2020-07-09,North Carolina,37,79648,1487,20200709
7089,2020-07-09,North Dakota,38,4074,89,20200709
7090,2020-07-09,Northern Mariana Islands,69,31,2,20200709
7091,2020-07-09,Ohio,39,61331,3006,20200709
7092,2020-07-09,Oklahoma,40,18496,410,20200709
7093,2020-07-09,Oregon,41,11247,233,20200709
7094,2020-07-09,Pennsylvania,42,97634,6895,20200709
7095,2020-07-09,Puerto Rico,72,8862,159,20200709
7096,2020-07-09,Rhode Island,44,17243,974,20200709
7097,2020-07-09,South Carolina,45,50691,905,20200709
7098,2020-07-09,South Dakota,46,7336,101,20200709
7099,2020-07-09,Tennessee,47,56531,700,20200709
7100,2020-07-09,Texas,48,240025,3037,20200709
7101,2020-07-09,Utah,49,27632,205,20200709
7102,2020-07-09,Vermont,50,1272,56,20200709
7103,2020-07-09,Virgin Islands,78,153,6,20200709
7104,2020-07-09,Virginia,51,67988,1937,20200709
7105,2020-07-09,Washington,53,40369,1410,20200709
7106,2020-07-09,West Virginia,54,3826,95,20200709
7107,2020-07-09,Wisconsin,55,37358,821,20200709
7108,2020-07-09,Wyoming,56,1774,21,20200709
7109,2020-07-10,Alabama,01,50508,1104,20200710
7110,2020-07-10,Alaska,02,1579,15,20200710
7111,2020-07-10,Arizona,04,116947,2093,20200710
7112,2020-07-10,Arkansas,05,26803,313,20200710
7113,2020-07-10,California,06,311505,6936,20200710
7114,2020-07-10,Colorado,08,36210,1724,20200710
7115,2020-07-10,Connecticut,09,47287,4348,20200710
7116,2020-07-10,Delaware,10,12652,517,20200710
7117,2020-07-10,District of Columbia,11,10743,568,20200710
7118,2020-07-10,Florida,12,244143,4101,20200710
7119,2020-07-10,Georgia,13,103597,2915,20200710
7120,2020-07-10,Guam,66,1279,6,20200710
7121,2020-07-10,Hawaii,15,1139,19,20200710
7122,2020-07-10,Idaho,16,10073,101,20200710
7123,2020-07-10,Illinois,17,153406,7349,20200710
7124,2020-07-10,Indiana,18,51567,2748,20200710
7125,2020-07-10,Iowa,19,34232,748,20200710
7126,2020-07-10,Kansas,20,18799,294,20200710
7127,2020-07-10,Kentucky,21,19076,647,20200710
7128,2020-07-10,Louisiana,22,74744,3380,20200710
7129,2020-07-10,Maine,23,3499,111,20200710
7130,2020-07-10,Maryland,24,72503,3303,20200710
7131,2020-07-10,Massachusetts,25,111110,8296,20200710
7132,2020-07-10,Michigan,26,75871,6288,20200710
7133,2020-07-10,Minnesota,27,40805,1533,20200710
7134,2020-07-10,Mississippi,28,34622,1215,20200710
7135,2020-07-10,Missouri,29,28060,1107,20200710
7136,2020-07-10,Montana,30,1593,28,20200710
7137,2020-07-10,Nebraska,31,20834,294,20200710
7138,2020-07-10,Nevada,32,25961,581,20200710
7139,2020-07-10,New Hampshire,33,5991,390,20200710
7140,2020-07-10,New Jersey,34,176575,15479,20200710
7141,2020-07-10,New Mexico,35,14549,539,20200710
7142,2020-07-10,New York,36,404997,32004,20200710
7143,2020-07-10,North Carolina,37,81821,1503,20200710
7144,2020-07-10,North Dakota,38,4158,89,20200710
7145,2020-07-10,Northern Mariana Islands,69,31,2,20200710
7146,2020-07-10,Ohio,39,62856,3032,20200710
7147,2020-07-10,Oklahoma,40,19092,416,20200710
7148,2020-07-10,Oregon,41,11501,235,20200710
7149,2020-07-10,Pennsylvania,42,98574,6929,20200710
7150,2020-07-10,Puerto Rico,72,9137,159,20200710
7151,2020-07-10,Rhode Island,44,17312,976,20200710
7152,2020-07-10,South Carolina,45,52419,929,20200710
7153,2020-07-10,South Dakota,46,7401,107,20200710
7154,2020-07-10,Tennessee,47,58224,713,20200710
7155,2020-07-10,Texas,48,249948,3129,20200710
7156,2020-07-10,Utah,49,28452,207,20200710
7157,2020-07-10,Vermont,50,1277,56,20200710
7158,2020-07-10,Virgin Islands,78,167,6,20200710
7159,2020-07-10,Virginia,51,68931,1958,20200710
7160,2020-07-10,Washington,53,41090,1426,20200710
7161,2020-07-10,West Virginia,54,3983,95,20200710
7162,2020-07-10,Wisconsin,55,38414,825,20200710
7163,2020-07-10,Wyoming,56,1790,21,20200710
7164,2020-07-11,Alabama,01,51947,1114,20200711
7165,2020-07-11,Alaska,02,1656,15,20200711
7166,2020-07-11,Arizona,04,119991,2158,20200711
7167,2020-07-11,Arkansas,05,27864,319,20200711
7168,2020-07-11,California,06,320030,7012,20200711
7169,2020-07-11,Colorado,08,36633,1725,20200711
7170,2020-07-11,Connecticut,09,47287,4348,20200711
7171,2020-07-11,Delaware,10,12743,517,20200711
7172,2020-07-11,District of Columbia,11,10801,568,20200711
7173,2020-07-11,Florida,12,254503,4196,20200711
7174,2020-07-11,Georgia,13,106574,2946,20200711
7175,2020-07-11,Guam,66,1281,6,20200711
7176,2020-07-11,Hawaii,15,1181,19,20200711
7177,2020-07-11,Idaho,16,10584,102,20200711
7178,2020-07-11,Illinois,17,154530,7372,20200711
7179,2020-07-11,Indiana,18,52358,2756,20200711
7180,2020-07-11,Iowa,19,34695,748,20200711
7181,2020-07-11,Kansas,20,18983,294,20200711
7182,2020-07-11,Kentucky,21,19530,647,20200711
7183,2020-07-11,Louisiana,22,76911,3403,20200711
7184,2020-07-11,Maine,23,3520,112,20200711
7185,2020-07-11,Maryland,24,73060,3310,20200711
7186,2020-07-11,Massachusetts,25,111398,8310,20200711
7187,2020-07-11,Michigan,26,76499,6316,20200711
7188,2020-07-11,Minnesota,27,41609,1537,20200711
7189,2020-07-11,Mississippi,28,35419,1230,20200711
7190,2020-07-11,Missouri,29,28649,1112,20200711
7191,2020-07-11,Montana,30,1677,29,20200711
7192,2020-07-11,Nebraska,31,21035,296,20200711
7193,2020-07-11,Nevada,32,26912,592,20200711
7194,2020-07-11,New Hampshire,33,6024,391,20200711
7195,2020-07-11,New Jersey,34,176906,15525,20200711
7196,2020-07-11,New Mexico,35,14773,543,20200711
7197,2020-07-11,New York,36,405724,32019,20200711
7198,2020-07-11,North Carolina,37,84087,1520,20200711
7199,2020-07-11,North Dakota,38,4247,91,20200711
7200,2020-07-11,Northern Mariana Islands,69,33,2,20200711
7201,2020-07-11,Ohio,39,64214,3036,20200711
7202,2020-07-11,Oklahoma,40,19779,421,20200711
7203,2020-07-11,Oregon,41,11851,235,20200711
7204,2020-07-11,Pennsylvania,42,99252,6945,20200711
7205,2020-07-11,Puerto Rico,72,9366,167,20200711
7206,2020-07-11,Rhode Island,44,17312,976,20200711
7207,2020-07-11,South Carolina,45,54699,951,20200711
7208,2020-07-11,South Dakota,46,7454,109,20200711
7209,2020-07-11,Tennessee,47,59981,728,20200711
7210,2020-07-11,Texas,48,258280,3206,20200711
7211,2020-07-11,Utah,49,29071,212,20200711
7212,2020-07-11,Vermont,50,1283,56,20200711
7213,2020-07-11,Virgin Islands,78,181,6,20200711
7214,2020-07-11,Virginia,51,69782,1962,20200711
7215,2020-07-11,Washington,53,41326,1426,20200711
7216,2020-07-11,West Virginia,54,4146,96,20200711
7217,2020-07-11,Wisconsin,55,39095,829,20200711
7218,2020-07-11,Wyoming,56,1839,21,20200711
7219,2020-07-12,Alabama,01,53587,1121,20200712
7220,2020-07-12,Alaska,02,1772,15,20200712
7221,2020-07-12,Arizona,04,122479,2239,20200712
7222,2020-07-12,Arkansas,05,28367,321,20200712
7223,2020-07-12,California,06,327676,7042,20200712
7224,2020-07-12,Colorado,08,36933,1726,20200712
7225,2020-07-12,Connecticut,09,47287,4348,20200712
7226,2020-07-12,Delaware,10,12804,517,20200712
7227,2020-07-12,District of Columbia,11,10847,568,20200712
7228,2020-07-12,Florida,12,269803,4241,20200712
7229,2020-07-12,Georgia,13,108389,2951,20200712
7230,2020-07-12,Guam,66,1281,6,20200712
7231,2020-07-12,Hawaii,15,1201,19,20200712
7232,2020-07-12,Idaho,16,10971,102,20200712
7233,2020-07-12,Illinois,17,155355,7391,20200712
7234,2020-07-12,Indiana,18,52892,2760,20200712
7235,2020-07-12,Iowa,19,35410,752,20200712
7236,2020-07-12,Kansas,20,19295,300,20200712
7237,2020-07-12,Kentucky,21,19762,649,20200712
7238,2020-07-12,Louisiana,22,78230,3416,20200712
7239,2020-07-12,Maine,23,3539,114,20200712
7240,2020-07-12,Maryland,24,73705,3319,20200712
7241,2020-07-12,Massachusetts,25,111597,8325,20200712
7242,2020-07-12,Michigan,26,76936,6317,20200712
7243,2020-07-12,Minnesota,27,42319,1540,20200712
7244,2020-07-12,Mississippi,28,36287,1249,20200712
7245,2020-07-12,Missouri,29,29173,1113,20200712
7246,2020-07-12,Montana,30,1758,29,20200712
7247,2020-07-12,Nebraska,31,21214,296,20200712
7248,2020-07-12,Nevada,32,27745,593,20200712
7249,2020-07-12,New Hampshire,33,6054,391,20200712
7250,2020-07-12,New Jersey,34,177245,15525,20200712
7251,2020-07-12,New Mexico,35,15028,545,20200712
7252,2020-07-12,New York,36,406403,32029,20200712
7253,2020-07-12,North Carolina,37,85924,1532,20200712
7254,2020-07-12,North Dakota,38,4338,91,20200712
7255,2020-07-12,Northern Mariana Islands,69,33,2,20200712
7256,2020-07-12,Ohio,39,65592,3058,20200712
7257,2020-07-12,Oklahoma,40,20235,422,20200712
7258,2020-07-12,Oregon,41,12170,237,20200712
7259,2020-07-12,Pennsylvania,42,99794,6950,20200712
7260,2020-07-12,Puerto Rico,72,9654,167,20200712
7261,2020-07-12,Rhode Island,44,17312,976,20200712
7262,2020-07-12,South Carolina,45,56648,961,20200712
7263,2020-07-12,South Dakota,46,7499,109,20200712
7264,2020-07-12,Tennessee,47,61106,731,20200712
7265,2020-07-12,Texas,48,264811,3246,20200712
7266,2020-07-12,Utah,49,29552,215,20200712
7267,2020-07-12,Vermont,50,1296,56,20200712
7268,2020-07-12,Virgin Islands,78,206,6,20200712
7269,2020-07-12,Virginia,51,70670,1966,20200712
7270,2020-07-12,Washington,53,42181,1438,20200712
7271,2020-07-12,West Virginia,54,4244,96,20200712
7272,2020-07-12,Wisconsin,55,39901,828,20200712
7273,2020-07-12,Wyoming,56,1862,21,20200712
7274,2020-07-13,Alabama,01,55545,1124,20200713
7275,2020-07-13,Alaska,02,1843,15,20200713
7276,2020-07-13,Arizona,04,123917,2250,20200713
7277,2020-07-13,Arkansas,05,28939,323,20200713
7278,2020-07-13,California,06,336206,7086,20200713
7279,2020-07-13,Colorado,08,37303,1728,20200713
7280,2020-07-13,Connecticut,09,47510,4371,20200713
7281,2020-07-13,Delaware,10,12879,517,20200713
7282,2020-07-13,District of Columbia,11,10906,568,20200713
7283,2020-07-13,Florida,12,282427,4276,20200713
7284,2020-07-13,Georgia,13,111937,2972,20200713
7285,2020-07-13,Guam,66,1281,6,20200713
7286,2020-07-13,Hawaii,15,1222,21,20200713
7287,2020-07-13,Idaho,16,11531,102,20200713
7288,2020-07-13,Illinois,17,156288,7398,20200713
7289,2020-07-13,Indiana,18,53327,2762,20200713
7290,2020-07-13,Iowa,19,35631,755,20200713
7291,2020-07-13,Kansas,20,20265,301,20200713
7292,2020-07-13,Kentucky,21,20127,656,20200713
7293,2020-07-13,Louisiana,22,79935,3423,20200713
7294,2020-07-13,Maine,23,3558,114,20200713
7295,2020-07-13,Maryland,24,74124,3325,20200713
7296,2020-07-13,Massachusetts,25,111827,8330,20200713
7297,2020-07-13,Michigan,26,77354,6324,20200713
7298,2020-07-13,Minnesota,27,42810,1542,20200713
7299,2020-07-13,Mississippi,28,36680,1250,20200713
7300,2020-07-13,Missouri,29,29781,1126,20200713
7301,2020-07-13,Montana,30,1908,32,20200713
7302,2020-07-13,Nebraska,31,21444,298,20200713
7303,2020-07-13,Nevada,32,28597,596,20200713
7304,2020-07-13,New Hampshire,33,6068,391,20200713
7305,2020-07-13,New Jersey,34,177469,15560,20200713
7306,2020-07-13,New Mexico,35,15291,548,20200713
7307,2020-07-13,New York,36,406962,32075,20200713
7308,2020-07-13,North Carolina,37,87750,1547,20200713
7309,2020-07-13,North Dakota,38,4446,91,20200713
7310,2020-07-13,Northern Mariana Islands,69,33,2,20200713
7311,2020-07-13,Ohio,39,66853,3064,20200713
7312,2020-07-13,Oklahoma,40,20745,424,20200713
7313,2020-07-13,Oregon,41,12511,240,20200713
7314,2020-07-13,Pennsylvania,42,100378,6955,20200713
7315,2020-07-13,Puerto Rico,72,10010,167,20200713
7316,2020-07-13,Rhode Island,44,17487,984,20200713
7317,2020-07-13,South Carolina,45,58168,972,20200713
7318,2020-07-13,South Dakota,46,7524,109,20200713
7319,2020-07-13,Tennessee,47,63615,738,20200713
7320,2020-07-13,Texas,48,273732,3313,20200713
7321,2020-07-13,Utah,49,30282,216,20200713
7322,2020-07-13,Vermont,50,1301,56,20200713
7323,2020-07-13,Virgin Islands,78,217,6,20200713
7324,2020-07-13,Virginia,51,71642,1968,20200713
7325,2020-07-13,Washington,53,43538,1439,20200713
7326,2020-07-13,West Virginia,54,4313,97,20200713
7327,2020-07-13,Wisconsin,55,40603,828,20200713
7328,2020-07-13,Wyoming,56,1903,21,20200713
7329,2020-07-14,Alabama,01,57255,1164,20200714
7330,2020-07-14,Alaska,02,1897,15,20200714
7331,2020-07-14,Arizona,04,128126,2341,20200714
7332,2020-07-14,Arkansas,05,29733,331,20200714
7333,2020-07-14,California,06,346593,7227,20200714
7334,2020-07-14,Colorado,08,37761,1739,20200714
7335,2020-07-14,Connecticut,09,47530,4372,20200714
7336,2020-07-14,Delaware,10,12969,518,20200714
7337,2020-07-14,District of Columbia,11,10946,568,20200714
7338,2020-07-14,Florida,12,291621,4408,20200714
7339,2020-07-14,Georgia,13,114579,2996,20200714
7340,2020-07-14,Guam,66,1281,6,20200714
7341,2020-07-14,Hawaii,15,1243,21,20200714
7342,2020-07-14,Idaho,16,11962,103,20200714
7343,2020-07-14,Illinois,17,157055,7425,20200714
7344,2020-07-14,Indiana,18,54001,2775,20200714
7345,2020-07-14,Iowa,19,35942,759,20200714
7346,2020-07-14,Kansas,20,20347,303,20200714
7347,2020-07-14,Kentucky,21,20702,665,20200714
7348,2020-07-14,Louisiana,22,82150,3445,20200714
7349,2020-07-14,Maine,23,3566,114,20200714
7350,2020-07-14,Maryland,24,74836,3334,20200714
7351,2020-07-14,Massachusetts,25,112130,8340,20200714
7352,2020-07-14,Michigan,26,78045,6330,20200714
7353,2020-07-14,Minnesota,27,43208,1548,20200714
7354,2020-07-14,Mississippi,28,37542,1272,20200714
7355,2020-07-14,Missouri,29,30817,1136,20200714
7356,2020-07-14,Montana,30,2038,34,20200714
7357,2020-07-14,Nebraska,31,21717,299,20200714
7358,2020-07-14,Nevada,32,29669,613,20200714
7359,2020-07-14,New Hampshire,33,6091,392,20200714
7360,2020-07-14,New Jersey,34,177862,15582,20200714
7361,2020-07-14,New Mexico,35,15514,551,20200714
7362,2020-07-14,New York,36,407875,32092,20200714
7363,2020-07-14,North Carolina,37,89863,1582,20200714
7364,2020-07-14,North Dakota,38,4497,92,20200714
7365,2020-07-14,Northern Mariana Islands,69,36,2,20200714
7366,2020-07-14,Ohio,39,67995,3069,20200714
7367,2020-07-14,Oklahoma,40,21738,428,20200714
7368,2020-07-14,Oregon,41,12834,247,20200714
7369,2020-07-14,Pennsylvania,42,101360,6973,20200714
7370,2020-07-14,Puerto Rico,72,10123,169,20200714
7371,2020-07-14,Rhode Island,44,17588,985,20200714
7372,2020-07-14,South Carolina,45,60389,993,20200714
7373,2020-07-14,South Dakota,46,7572,109,20200714
7374,2020-07-14,Tennessee,47,65412,757,20200714
7375,2020-07-14,Texas,48,284638,3449,20200714
7376,2020-07-14,Utah,49,30774,226,20200714
7377,2020-07-14,Vermont,50,1305,56,20200714
7378,2020-07-14,Virgin Islands,78,243,6,20200714
7379,2020-07-14,Virginia,51,72443,1977,20200714
7380,2020-07-14,Washington,53,44257,1465,20200714
7381,2020-07-14,West Virginia,54,4407,97,20200714
7382,2020-07-14,Wisconsin,55,41516,834,20200714
7383,2020-07-14,Wyoming,56,1951,22,20200714
7384,2020-07-15,Alabama,01,59067,1211,20200715
7385,2020-07-15,Alaska,02,1958,15,20200715
7386,2020-07-15,Arizona,04,131411,2442,20200715
7387,2020-07-15,Arkansas,05,30297,335,20200715
7388,2020-07-15,California,06,355497,7368,20200715
7389,2020-07-15,Colorado,08,38240,1745,20200715
7390,2020-07-15,Connecticut,09,47636,4380,20200715
7391,2020-07-15,Delaware,10,13050,521,20200715
7392,2020-07-15,District of Columbia,11,11026,571,20200715
7393,2020-07-15,Florida,12,301802,4520,20200715
7394,2020-07-15,Georgia,13,118147,3030,20200715
7395,2020-07-15,Guam,66,1282,6,20200715
7396,2020-07-15,Hawaii,15,1271,21,20200715
7397,2020-07-15,Idaho,16,12599,111,20200715
7398,2020-07-15,Illinois,17,158451,7435,20200715
7399,2020-07-15,Indiana,18,54698,2785,20200715
7400,2020-07-15,Iowa,19,36536,777,20200715
7401,2020-07-15,Kansas,20,21157,308,20200715
7402,2020-07-15,Kentucky,21,21148,668,20200715
7403,2020-07-15,Louisiana,22,84241,3461,20200715
7404,2020-07-15,Maine,23,3578,114,20200715
7405,2020-07-15,Maryland,24,75576,3341,20200715
7406,2020-07-15,Massachusetts,25,112347,8368,20200715
7407,2020-07-15,Michigan,26,79081,6333,20200715
7408,2020-07-15,Minnesota,27,43782,1558,20200715
7409,2020-07-15,Mississippi,28,38567,1290,20200715
7410,2020-07-15,Missouri,29,31737,1141,20200715
7411,2020-07-15,Montana,30,2149,34,20200715
7412,2020-07-15,Nebraska,31,21979,302,20200715
7413,2020-07-15,Nevada,32,30587,619,20200715
7414,2020-07-15,New Hampshire,33,6113,394,20200715
7415,2020-07-15,New Jersey,34,178252,15634,20200715
7416,2020-07-15,New Mexico,35,15841,557,20200715
7417,2020-07-15,New York,36,408709,32115,20200715
7418,2020-07-15,North Carolina,37,91675,1598,20200715
7419,2020-07-15,North Dakota,38,4569,92,20200715
7420,2020-07-15,Northern Mariana Islands,69,36,2,20200715
7421,2020-07-15,Ohio,39,69311,3075,20200715
7422,2020-07-15,Oklahoma,40,22813,432,20200715
7423,2020-07-15,Oregon,41,13129,249,20200715
7424,2020-07-15,Pennsylvania,42,102361,7011,20200715
7425,2020-07-15,Puerto Rico,72,10379,171,20200715
7426,2020-07-15,Rhode Island,44,17640,987,20200715
7427,2020-07-15,South Carolina,45,62245,998,20200715
7428,2020-07-15,South Dakota,46,7652,111,20200715
7429,2020-07-15,Tennessee,47,67515,773,20200715
7430,2020-07-15,Texas,48,296478,3590,20200715
7431,2020-07-15,Utah,49,31228,233,20200715
7432,2020-07-15,Vermont,50,1318,56,20200715
7433,2020-07-15,Virgin Islands,78,249,6,20200715
7434,2020-07-15,Virginia,51,73527,1992,20200715
7435,2020-07-15,Washington,53,45004,1486,20200715
7436,2020-07-15,West Virginia,54,4557,98,20200715
7437,2020-07-15,Wisconsin,55,42409,835,20200715
7438,2020-07-15,Wyoming,56,1985,22,20200715
7439,2020-07-16,Alabama,01,61088,1230,20200716
7440,2020-07-16,Alaska,02,2034,15,20200716
7441,2020-07-16,Arizona,04,134730,2506,20200716
7442,2020-07-16,Arkansas,05,31114,341,20200716
7443,2020-07-16,California,06,364761,7490,20200716
7444,2020-07-16,Colorado,08,38817,1746,20200716
7445,2020-07-16,Connecticut,09,47750,4389,20200716
7446,2020-07-16,Delaware,10,13114,521,20200716
7447,2020-07-16,District of Columbia,11,11076,574,20200716
7448,2020-07-16,Florida,12,315767,4676,20200716
7449,2020-07-16,Georgia,13,120848,3043,20200716
7450,2020-07-16,Guam,66,1283,6,20200716
7451,2020-07-16,Hawaii,15,1290,21,20200716
7452,2020-07-16,Idaho,16,13261,114,20200716
7453,2020-07-16,Illinois,17,159676,7457,20200716
7454,2020-07-16,Indiana,18,55413,2795,20200716
7455,2020-07-16,Iowa,19,37414,781,20200716
7456,2020-07-16,Kansas,20,21273,309,20200716
7457,2020-07-16,Kentucky,21,21617,675,20200716
7458,2020-07-16,Louisiana,22,86521,3485,20200716
7459,2020-07-16,Maine,23,3598,114,20200716
7460,2020-07-16,Maryland,24,76237,3347,20200716
7461,2020-07-16,Massachusetts,25,112581,8380,20200716
7462,2020-07-16,Michigan,26,79977,6351,20200716
7463,2020-07-16,Minnesota,27,44387,1566,20200716
7464,2020-07-16,Mississippi,28,39797,1308,20200716
7465,2020-07-16,Missouri,29,32596,1145,20200716
7466,2020-07-16,Montana,30,2265,35,20200716
7467,2020-07-16,Nebraska,31,22178,307,20200716
7468,2020-07-16,Nevada,32,32024,627,20200716
7469,2020-07-16,New Hampshire,33,6139,395,20200716
7470,2020-07-16,New Jersey,34,178475,15665,20200716
7471,2020-07-16,New Mexico,35,16138,562,20200716
7472,2020-07-16,New York,36,409476,32133,20200716
7473,2020-07-16,North Carolina,37,93769,1617,20200716
7474,2020-07-16,North Dakota,38,4672,93,20200716
7475,2020-07-16,Northern Mariana Islands,69,37,2,20200716
7476,2020-07-16,Ohio,39,70601,3103,20200716
7477,2020-07-16,Oklahoma,40,23441,438,20200716
7478,2020-07-16,Oregon,41,13541,252,20200716
7479,2020-07-16,Pennsylvania,42,103169,7039,20200716
7480,2020-07-16,Puerto Rico,72,10574,172,20200716
7481,2020-07-16,Rhode Island,44,17711,988,20200716
7482,2020-07-16,South Carolina,45,64083,1070,20200716
7483,2020-07-16,South Dakota,46,7694,115,20200716
7484,2020-07-16,Tennessee,47,69827,786,20200716
7485,2020-07-16,Texas,48,311516,3744,20200716
7486,2020-07-16,Utah,49,31908,234,20200716
7487,2020-07-16,Vermont,50,1325,56,20200716
7488,2020-07-16,Virgin Islands,78,263,6,20200716
7489,2020-07-16,Virginia,51,74431,2007,20200716
7490,2020-07-16,Washington,53,46268,1492,20200716
7491,2020-07-16,West Virginia,54,4657,99,20200716
7492,2020-07-16,Wisconsin,55,43361,839,20200716
7493,2020-07-16,Wyoming,56,2026,24,20200716
7494,2020-07-17,Alabama,01,63091,1265,20200717
7495,2020-07-17,Alaska,02,2083,15,20200717
7496,2020-07-17,Arizona,04,138575,2597,20200717
7497,2020-07-17,Arkansas,05,31762,353,20200717
7498,2020-07-17,California,06,374922,7607,20200717
7499,2020-07-17,Colorado,08,39409,1753,20200717
7500,2020-07-17,Connecticut,09,47893,4396,20200717
7501,2020-07-17,Delaware,10,13337,521,20200717
7502,2020-07-17,District of Columbia,11,11115,577,20200717
7503,2020-07-17,Florida,12,327233,4804,20200717
7504,2020-07-17,Georgia,13,124267,3071,20200717
7505,2020-07-17,Guam,66,1283,6,20200717
7506,2020-07-17,Hawaii,15,1312,22,20200717
7507,2020-07-17,Idaho,16,13879,119,20200717
7508,2020-07-17,Illinois,17,161042,7468,20200717
7509,2020-07-17,Indiana,18,56160,2803,20200717
7510,2020-07-17,Iowa,19,37903,785,20200717
7511,2020-07-17,Kansas,20,22199,310,20200717
7512,2020-07-17,Kentucky,21,22162,687,20200717
7513,2020-07-17,Louisiana,22,88700,3509,20200717
7514,2020-07-17,Maine,23,3636,115,20200717
7515,2020-07-17,Maryland,24,76941,3359,20200717
7516,2020-07-17,Massachusetts,25,112879,8402,20200717
7517,2020-07-17,Michigan,26,80752,6358,20200717
7518,2020-07-17,Minnesota,27,45053,1573,20200717
7519,2020-07-17,Mississippi,28,40829,1332,20200717
7520,2020-07-17,Missouri,29,33536,1151,20200717
7521,2020-07-17,Montana,30,2383,37,20200717
7522,2020-07-17,Nebraska,31,22361,308,20200717
7523,2020-07-17,Nevada,32,33372,638,20200717
7524,2020-07-17,New Hampshire,33,6165,395,20200717
7525,2020-07-17,New Jersey,34,178525,15684,20200717
7526,2020-07-17,New Mexico,35,16456,565,20200717
7527,2020-07-17,New York,36,410254,32147,20200717
7528,2020-07-17,North Carolina,37,95745,1638,20200717
7529,2020-07-17,North Dakota,38,4796,94,20200717
7530,2020-07-17,Northern Mariana Islands,69,37,2,20200717
7531,2020-07-17,Ohio,39,72280,3112,20200717
7532,2020-07-17,Oklahoma,40,24140,445,20200717
7533,2020-07-17,Oregon,41,13842,256,20200717
7534,2020-07-17,Pennsylvania,42,104172,7057,20200717
7535,2020-07-17,Puerto Rico,72,11120,177,20200717
7536,2020-07-17,Rhode Island,44,17793,990,20200717
7537,2020-07-17,South Carolina,45,66060,1096,20200717
7538,2020-07-17,South Dakota,46,7789,116,20200717
7539,2020-07-17,Tennessee,47,72072,805,20200717
7540,2020-07-17,Texas,48,321254,3889,20200717
7541,2020-07-17,Utah,49,32572,238,20200717
7542,2020-07-17,Vermont,50,1334,56,20200717
7543,2020-07-17,Virgin Islands,78,283,6,20200717
7544,2020-07-17,Virginia,51,75433,2013,20200717
7545,2020-07-17,Washington,53,47226,1498,20200717
7546,2020-07-17,West Virginia,54,4783,100,20200717
7547,2020-07-17,Wisconsin,55,44243,842,20200717
7548,2020-07-17,Wyoming,56,2069,24,20200717
7549,2020-07-18,Alabama,01,65234,1286,20200718
