,full_county_name
2849,"Livingston County, NY"
1047,"Madison County, NY"
2011,"Monroe County, NY"
1682,"Montgomery County, NY"
985,"Nassau County, NY"
2373,"New York County, NY"
2298,"Niagara County, NY"
1858,"Oneida County, NY"
2506,"Onondaga County, NY"
1287,"Ontario County, NY"
3065,"Orange County, NY"
1765,"Orleans County, NY"
201,"Oswego County, NY"
536,"Otsego County, NY"
1469,"Putnam County, NY"
2264,"Queens County, NY"
2118,"Rensselaer County, NY"
1360,"Richmond County, NY"
2749,"Rockland County, NY"
163,"Saratoga County, NY"
3066,"Schenectady County, NY"
2100,"Schoharie County, NY"
349,"Schuyler County, NY"
2187,"Seneca County, NY"
316,"St. Lawrence County, NY"
45,"Steuben County, NY"
432,"Suffolk County, NY"
1707,"Sullivan County, NY"
1963,"Tioga County, NY"
583,"Tompkins County, NY"
207,"Ulster County, NY"
844,"Warren County, NY"
1048,"Washington County, NY"
2294,"Wayne County, NY"
1101,"Westchester County, NY"
2360,"Wyoming County, NY"
1957,"Yates County, NY"
641,"Adams County, OH"
13,"Allen County, OH"
1229,"Ashland County, OH"
1277,"Ashtabula County, OH"
2104,"Athens County, OH"
2254,"Auglaize County, OH"
2409,"Belmont County, OH"
516,"Brown County, OH"
97,"Butler County, OH"
2397,"Carroll County, OH"
735,"Champaign County, OH"
886,"Clark County, OH"
2576,"Clermont County, OH"
1917,"Clinton County, OH"
2368,"Columbiana County, OH"
3083,"Coshocton County, OH"
646,"Crawford County, OH"
2800,"Cuyahoga County, OH"
1090,"Darke County, OH"
2049,"Defiance County, OH"
1058,"Delaware County, OH"
1887,"Erie County, OH"
2833,"Fairfield County, OH"
55,"Fayette County, OH"
2677,"Franklin County, OH"
398,"Fulton County, OH"
3080,"Gallia County, OH"
2292,"Geauga County, OH"
1206,"Greene County, OH"
649,"Guernsey County, OH"
2302,"Hamilton County, OH"
9,"Hancock County, OH"
2545,"Hardin County, OH"
817,"Harrison County, OH"
376,"Henry County, OH"
1361,"Highland County, OH"
925,"Hocking County, OH"
2338,"Holmes County, OH"
2772,"Huron County, OH"
1283,"Jackson County, OH"
2105,"Jefferson County, OH"
2842,"Knox County, OH"
25,"Lake County, OH"
639,"Lawrence County, OH"
2905,"Licking County, OH"
520,"Logan County, OH"
1919,"Lorain County, OH"
1247,"Lucas County, OH"
2539,"Madison County, OH"
1328,"Mahoning County, OH"
1629,"Marion County, OH"
3074,"Medina County, OH"
2645,"Meigs County, OH"
3118,"Mercer County, OH"
934,"Miami County, OH"
591,"Monroe County, OH"
2162,"Montgomery County, OH"
115,"Morgan County, OH"
1499,"Morrow County, OH"
695,"Muskingum County, OH"
2581,"Noble County, OH"
793,"Ottawa County, OH"
319,"Paulding County, OH"
1659,"Perry County, OH"
672,"Pickaway County, OH"
566,"Pike County, OH"
116,"Portage County, OH"
1282,"Preble County, OH"
2582,"Putnam County, OH"
733,"Richland County, OH"
2450,"Ross County, OH"
2136,"Sandusky County, OH"
297,"Scioto County, OH"
2787,"Seneca County, OH"
3024,"Shelby County, OH"
1308,"Stark County, OH"
2965,"Summit County, OH"
551,"Trumbull County, OH"
1359,"Tuscarawas County, OH"
2799,"Union County, OH"
660,"Van Wert County, OH"
300,"Vinton County, OH"
2822,"Warren County, OH"
2455,"Washington County, OH"
739,"Wayne County, OH"
2795,"Williams County, OH"
2775,"Wood County, OH"
3091,"Wyandot County, OH"
24,"Adair County, OK"
267,"Alfalfa County, OK"
846,"Atoka County, OK"
2234,"Beaver County, OK"
1748,"Beckham County, OK"
1166,"Blaine County, OK"
2412,"Bryan County, OK"
494,"Caddo County, OK"
78,"Canadian County, OK"
709,"Carter County, OK"
1781,"Cherokee County, OK"
2380,"Choctaw County, OK"
3037,"Cimarron County, OK"
1706,"Cleveland County, OK"
606,"Coal County, OK"
1688,"Comanche County, OK"
725,"Cotton County, OK"
1773,"Craig County, OK"
1189,"Creek County, OK"
1628,"Custer County, OK"
1554,"Delaware County, OK"
2243,"Dewey County, OK"
1634,"Ellis County, OK"
3134,"Garfield County, OK"
1762,"Garvin County, OK"
2961,"Grady County, OK"
2647,"Grant County, OK"
720,"Greer County, OK"
1084,"Harmon County, OK"
249,"Harper County, OK"
2885,"Haskell County, OK"
411,"Hughes County, OK"
1472,"Jackson County, OK"
2062,"Jefferson County, OK"
1664,"Johnston County, OK"
1091,"Kay County, OK"
2594,"Kingfisher County, OK"
1202,"Kiowa County, OK"
2454,"Latimer County, OK"
2198,"Le Flore County, OK"
371,"Lincoln County, OK"
1857,"Logan County, OK"
1326,"Love County, OK"
1476,"Major County, OK"
165,"Marshall County, OK"
600,"Mayes County, OK"
2195,"McClain County, OK"
745,"McCurtain County, OK"
2551,"McIntosh County, OK"
2719,"Murray County, OK"
418,"Muskogee County, OK"
1342,"Noble County, OK"
2802,"Nowata County, OK"
2139,"Okfuskee County, OK"
1663,"Oklahoma County, OK"
850,"Okmulgee County, OK"
1786,"Osage County, OK"
449,"Ottawa County, OK"
2101,"Pawnee County, OK"
3028,"Payne County, OK"
1860,"Pittsburg County, OK"
1188,"Pontotoc County, OK"
1192,"Pottawatomie County, OK"
1703,"Pushmataha County, OK"
2384,"Roger Mills County, OK"
492,"Rogers County, OK"
936,"Seminole County, OK"
43,"Sequoyah County, OK"
2530,"Stephens County, OK"
2521,"Texas County, OK"
1807,"Tillman County, OK"
2550,"Tulsa County, OK"
1714,"Wagoner County, OK"
868,"Washington County, OK"
1425,"Washita County, OK"
1000,"Woods County, OK"
2522,"Woodward County, OK"
348,"Baker County, OR"
484,"Benton County, OR"
121,"Clackamas County, OR"
169,"Clatsop County, OR"
1445,"Columbia County, OR"
842,"Coos County, OR"
84,"Crook County, OR"
2757,"Curry County, OR"
1959,"Deschutes County, OR"
1338,"Douglas County, OR"
1685,"Gilliam County, OR"
841,"Grant County, OR"
1518,"Harney County, OR"
1480,"Hood River County, OR"
272,"Jackson County, OR"
2837,"Jefferson County, OR"
1612,"Josephine County, OR"
200,"Klamath County, OR"
872,"Lake County, OR"
1135,"Lane County, OR"
1546,"Lincoln County, OR"
866,"Linn County, OR"
1006,"Malheur County, OR"
669,"Marion County, OR"
217,"Morrow County, OR"
312,"Multnomah County, OR"
2044,"Polk County, OR"
2204,"Sherman County, OR"
1093,"Tillamook County, OR"
2804,"Umatilla County, OR"
1178,"Union County, OR"
17,"Wallowa County, OR"
2045,"Wasco County, OR"
3099,"Washington County, OR"
963,"Wheeler County, OR"
2578,"Yamhill County, OR"
2330,"Adams County, PA"
2537,"Allegheny County, PA"
3075,"Armstrong County, PA"
18,"Beaver County, PA"
813,"Bedford County, PA"
956,"Berks County, PA"
1605,"Blair County, PA"
801,"Bradford County, PA"
2565,"Bucks County, PA"
554,"Butler County, PA"
1183,"Cambria County, PA"
540,"Cameron County, PA"
1596,"Carbon County, PA"
2599,"Centre County, PA"
1313,"Chester County, PA"
402,"Clarion County, PA"
450,"Clearfield County, PA"
865,"Clinton County, PA"
885,"Columbia County, PA"
2956,"Crawford County, PA"
2392,"Cumberland County, PA"
105,"Dauphin County, PA"
2297,"Delaware County, PA"
1450,"Elk County, PA"
1644,"Erie County, PA"
1721,"Fayette County, PA"
46,"Forest County, PA"
2393,"Franklin County, PA"
716,"Fulton County, PA"
238,"Greene County, PA"
805,"Huntingdon County, PA"
486,"Indiana County, PA"
342,"Jefferson County, PA"
1760,"Juniata County, PA"
1187,"Lackawanna County, PA"
2981,"Lancaster County, PA"
816,"Lawrence County, PA"
2584,"Lebanon County, PA"
2357,"Lehigh County, PA"
2394,"Luzerne County, PA"
2567,"Lycoming County, PA"
1761,"McKean County, PA"
975,"Mercer County, PA"
2072,"Mifflin County, PA"
1339,"Monroe County, PA"
2153,"Montgomery County, PA"
2263,"Montour County, PA"
2362,"Northampton County, PA"
1159,"Northumberland County, PA"
488,"Perry County, PA"
580,"Philadelphia County, PA"
2863,"Pike County, PA"
2525,"Potter County, PA"
1016,"Schuylkill County, PA"
361,"Snyder County, PA"
1624,"Somerset County, PA"
1132,"Sullivan County, PA"
2864,"Susquehanna County, PA"
92,"Tioga County, PA"
2953,"Union County, PA"
2964,"Venango County, PA"
2246,"Warren County, PA"
2866,"Washington County, PA"
162,"Wayne County, PA"
3115,"Westmoreland County, PA"
1222,"Wyoming County, PA"
1402,"York County, PA"
2830,"Bristol County, RI"
3120,"Kent County, RI"
2832,"Newport County, RI"
1587,"Providence County, RI"
1302,"Washington County, RI"
2146,"Abbeville County, SC"
937,"Aiken County, SC"
2331,"Allendale County, SC"
1065,"Anderson County, SC"
686,"Bamberg County, SC"
2988,"Barnwell County, SC"
1124,"Beaufort County, SC"
548,"Berkeley County, SC"
2946,"Calhoun County, SC"
1884,"Charleston County, SC"
2214,"Cherokee County, SC"
139,"Chester County, SC"
3097,"Chesterfield County, SC"
2351,"Clarendon County, SC"
1968,"Colleton County, SC"
775,"Darlington County, SC"
2629,"Dillon County, SC"
541,"Dorchester County, SC"
1924,"Edgefield County, SC"
2441,"Fairfield County, SC"
1446,"Florence County, SC"
3002,"Georgetown County, SC"
1364,"Greenville County, SC"
627,"Greenwood County, SC"
2006,"Hampton County, SC"
2152,"Horry County, SC"
2687,"Jasper County, SC"
1335,"Kershaw County, SC"
2269,"Lancaster County, SC"
945,"Laurens County, SC"
2344,"Lee County, SC"
994,"Lexington County, SC"
1842,"Marion County, SC"
677,"Marlboro County, SC"
2689,"McCormick County, SC"
961,"Newberry County, SC"
1938,"Oconee County, SC"
1583,"Orangeburg County, SC"
1127,"Pickens County, SC"
2717,"Richland County, SC"
291,"Saluda County, SC"
1599,"Spartanburg County, SC"
1578,"Sumter County, SC"
2690,"Union County, SC"
408,"Williamsburg County, SC"
2950,"York County, SC"
1999,"Aurora County, SD"
1404,"Beadle County, SD"
1567,"Bennett County, SD"
1562,"Bon Homme County, SD"
2087,"Brookings County, SD"
1155,"Brown County, SD"
543,"Brule County, SD"
2206,"Buffalo County, SD"
2715,"Butte County, SD"
1527,"Campbell County, SD"
2811,"Charles Mix County, SD"
357,"Clark County, SD"
1116,"Clay County, SD"
1548,"Codington County, SD"
2984,"Corson County, SD"
1400,"Custer County, SD"
1849,"Davison County, SD"
2891,"Day County, SD"
271,"Deuel County, SD"
1092,"Dewey County, SD"
126,"Douglas County, SD"
2494,"Edmunds County, SD"
2309,"Fall River County, SD"
2708,"Faulk County, SD"
3052,"Grant County, SD"
2985,"Gregory County, SD"
1010,"Haakon County, SD"
2469,"Hamlin County, SD"
2566,"Hand County, SD"
1044,"Hanson County, SD"
1528,"Harding County, SD"
2349,"Hughes County, SD"
83,"Hutchinson County, SD"
2350,"Hyde County, SD"
1370,"Jackson County, SD"
404,"Jerauld County, SD"
1409,"Jones County, SD"
748,"Kingsbury County, SD"
1203,"Lake County, SD"
479,"Lawrence County, SD"
2012,"Lincoln County, SD"
1365,"Lyman County, SD"
3053,"Marshall County, SD"
465,"McCook County, SD"
2783,"McPherson County, SD"
2742,"Meade County, SD"
2207,"Mellette County, SD"
403,"Miner County, SD"
5,"Minnehaha County, SD"
106,"Moody County, SD"
2805,"Oglala Lakota County, SD"
2005,"Pennington County, SD"
2046,"Perkins County, SD"
2281,"Potter County, SD"
1696,"Roberts County, SD"
2960,"Sanborn County, SD"
2648,"Spink County, SD"
1977,"Stanley County, SD"
604,"Sully County, SD"
1805,"Todd County, SD"
2957,"Tripp County, SD"
1838,"Turner County, SD"
2839,"Union County, SD"
723,"Walworth County, SD"
1125,"Yankton County, SD"
489,"Ziebach County, SD"
2771,"Anderson County, TN"
344,"Bedford County, TN"
2672,"Benton County, TN"
2353,"Bledsoe County, TN"
773,"Blount County, TN"
2097,"Bradley County, TN"
178,"Campbell County, TN"
2780,"Cannon County, TN"
1098,"Carroll County, TN"
957,"Carter County, TN"
2838,"Cheatham County, TN"
825,"Chester County, TN"
1850,"Claiborne County, TN"
345,"Clay County, TN"
1839,"Cocke County, TN"
1614,"Coffee County, TN"
2820,"Crockett County, TN"
1774,"Cumberland County, TN"
2332,"Davidson County, TN"
401,"DeKalb County, TN"
2989,"Decatur County, TN"
1560,"Dickson County, TN"
2974,"Dyer County, TN"
3012,"Fayette County, TN"
2641,"Fentress County, TN"
2711,"Franklin County, TN"
2975,"Gibson County, TN"
1246,"Giles County, TN"
2070,"Grainger County, TN"
1563,"Greene County, TN"
313,"Grundy County, TN"
3016,"Hamblen County, TN"
28,"Hamilton County, TN"
1840,"Hancock County, TN"
1074,"Hardeman County, TN"
1841,"Hardin County, TN"
714,"Hawkins County, TN"
630,"Haywood County, TN"
2601,"Henderson County, TN"
1513,"Henry County, TN"
511,"Hickman County, TN"
1221,"Houston County, TN"
1263,"Humphreys County, TN"
833,"Jackson County, TN"
599,"Jefferson County, TN"
2408,"Johnson County, TN"
1827,"Knox County, TN"
547,"Lake County, TN"
347,"Lauderdale County, TN"
675,"Lawrence County, TN"
3098,"Lewis County, TN"
2327,"Lincoln County, TN"
356,"Loudon County, TN"
1011,"Macon County, TN"
2901,"Madison County, TN"
63,"Marion County, TN"
2388,"Marshall County, TN"
2994,"Maury County, TN"
1184,"McMinn County, TN"
2616,"McNairy County, TN"
2189,"Meigs County, TN"
184,"Monroe County, TN"
1477,"Montgomery County, TN"
904,"Moore County, TN"
125,"Morgan County, TN"
1930,"Obion County, TN"
1907,"Overton County, TN"
1718,"Perry County, TN"
2674,"Pickett County, TN"
2445,"Polk County, TN"
517,"Putnam County, TN"
1899,"Rhea County, TN"
1315,"Roane County, TN"
1933,"Robertson County, TN"
246,"Rutherford County, TN"
2983,"Scott County, TN"
1271,"Sequatchie County, TN"
2444,"Sevier County, TN"
2169,"Shelby County, TN"
261,"Smith County, TN"
992,"Stewart County, TN"
944,"Sullivan County, TN"
307,"Sumner County, TN"
2731,"Tipton County, TN"
269,"Trousdale County, TN"
1598,"Unicoi County, TN"
755,"Union County, TN"
1191,"Van Buren County, TN"
544,"Warren County, TN"
960,"Washington County, TN"
1157,"Wayne County, TN"
2355,"Weakley County, TN"
66,"White County, TN"
1754,"Williamson County, TN"
2060,"Wilson County, TN"
3046,"Anderson County, TX"
933,"Andrews County, TX"
290,"Angelina County, TX"
687,"Aransas County, TX"
1980,"Archer County, TX"
12,"Armstrong County, TX"
2284,"Atascosa County, TX"
2515,"Austin County, TX"
2259,"Bailey County, TX"
203,"Bandera County, TX"
2172,"Bastrop County, TX"
1981,"Baylor County, TX"
2600,"Bee County, TX"
197,"Bell County, TX"
597,"Bexar County, TX"
2972,"Blanco County, TX"
2591,"Borden County, TX"
2831,"Bosque County, TX"
916,"Bowie County, TX"
2159,"Brazoria County, TX"
164,"Brazos County, TX"
2688,"Brewster County, TX"
481,"Briscoe County, TX"
1753,"Brooks County, TX"
1852,"Brown County, TX"
2595,"Burleson County, TX"
1503,"Burnet County, TX"
949,"Caldwell County, TX"
34,"Calhoun County, TX"
2851,"Callahan County, TX"
3059,"Cameron County, TX"
2061,"Camp County, TX"
1062,"Carson County, TX"
1512,"Cass County, TX"
2659,"Castro County, TX"
2132,"Chambers County, TX"
1966,"Cherokee County, TX"
1793,"Childress County, TX"
37,"Clay County, TX"
1604,"Cochran County, TX"
1906,"Coke County, TX"
504,"Coleman County, TX"
2145,"Collin County, TX"
1457,"Collingsworth County, TX"
1458,"Colorado County, TX"
684,"Comal County, TX"
1491,"Comanche County, TX"
1905,"Concho County, TX"
1582,"Cooke County, TX"
664,"Coryell County, TX"
1949,"Cottle County, TX"
509,"Crane County, TX"
2436,"Crockett County, TX"
251,"Crosby County, TX"
2282,"Culberson County, TX"
1771,"Dallam County, TX"
2423,"Dallas County, TX"
1286,"Dawson County, TX"
289,"DeWitt County, TX"
2086,"Deaf Smith County, TX"
268,"Delta County, TX"
2213,"Denton County, TX"
2502,"Dickens County, TX"
137,"Dimmit County, TX"
1653,"Donley County, TX"
837,"Duval County, TX"
287,"Eastland County, TX"
2208,"Ector County, TX"
871,"Edwards County, TX"
2452,"El Paso County, TX"
1539,"Ellis County, TX"
642,"Erath County, TX"
1197,"Falls County, TX"
67,"Fannin County, TX"
478,"Fayette County, TX"
1893,"Fisher County, TX"
770,"Floyd County, TX"
1054,"Foard County, TX"
426,"Fort Bend County, TX"
843,"Franklin County, TX"
2071,"Freestone County, TX"
1381,"Frio County, TX"
911,"Gaines County, TX"
1279,"Galveston County, TX"
941,"Garza County, TX"
2553,"Gillespie County, TX"
1474,"Glasscock County, TX"
2844,"Goliad County, TX"
62,"Gonzales County, TX"
1505,"Gray County, TX"
237,"Grayson County, TX"
2748,"Gregg County, TX"
1690,"Grimes County, TX"
1309,"Guadalupe County, TX"
10,"Hale County, TX"
1971,"Hall County, TX"
2765,"Hamilton County, TX"
2131,"Hansford County, TX"
2220,"Hardeman County, TX"
2134,"Hardin County, TX"
1284,"Harris County, TX"
490,"Harrison County, TX"
3085,"Hartley County, TX"
1856,"Haskell County, TX"
1121,"Hays County, TX"
721,"Hemphill County, TX"
1269,"Henderson County, TX"
214,"Hidalgo County, TX"
2437,"Hill County, TX"
3019,"Hockley County, TX"
1976,"Hood County, TX"
588,"Hopkins County, TX"
590,"Houston County, TX"
3140,"Howard County, TX"
1509,"Hudspeth County, TX"
1783,"Hunt County, TX"
2520,"Hutchinson County, TX"
1724,"Irion County, TX"
718,"Jack County, TX"
1325,"Jackson County, TX"
2113,"Jasper County, TX"
1796,"Jeff Davis County, TX"
194,"Jefferson County, TX"
119,"Jim Hogg County, TX"
3087,"Jim Wells County, TX"
839,"Johnson County, TX"
1689,"Jones County, TX"
824,"Karnes County, TX"
829,"Kaufman County, TX"
742,"Kendall County, TX"
2590,"Kenedy County, TX"
2446,"Kent County, TX"
69,"Kerr County, TX"
2432,"Kimble County, TX"
2572,"King County, TX"
448,"Kinney County, TX"
900,"Kleberg County, TX"
1088,"Knox County, TX"
2505,"La Salle County, TX"
362,"Lamar County, TX"
2513,"Lamb County, TX"
2871,"Lampasas County, TX"
2801,"Lavaca County, TX"
1964,"Lee County, TX"
365,"Leon County, TX"
2103,"Liberty County, TX"
2209,"Limestone County, TX"
1444,"Lipscomb County, TX"
2238,"Live Oak County, TX"
3062,"Llano County, TX"
2453,"Loving County, TX"
1227,"Lubbock County, TX"
535,"Lynn County, TX"
1986,"Madison County, TX"
2099,"Marion County, TX"
915,"Martin County, TX"
3063,"Mason County, TX"
2217,"Matagorda County, TX"
887,"Maverick County, TX"
2434,"McCulloch County, TX"
301,"McLennan County, TX"
380,"McMullen County, TX"
1122,"Medina County, TX"
6,"Menard County, TX"
1146,"Midland County, TX"
2023,"Milam County, TX"
552,"Mills County, TX"
1784,"Mitchell County, TX"
1851,"Montague County, TX"
3060,"Montgomery County, TX"
2945,"Moore County, TX"
2865,"Morris County, TX"
1134,"Motley County, TX"
1301,"Nacogdoches County, TX"
1752,"Navarro County, TX"
3018,"Newton County, TX"
161,"Nolan County, TX"
2056,"Nueces County, TX"
508,"Ochiltree County, TX"
553,"Oldham County, TX"
54,"Orange County, TX"
2224,"Palo Pinto County, TX"
3044,"Panola County, TX"
438,"Parker County, TX"
999,"Parmer County, TX"
1296,"Pecos County, TX"
1921,"Polk County, TX"
935,"Potter County, TX"
1205,"Presidio County, TX"
2852,"Rains County, TX"
657,"Randall County, TX"
497,"Reagan County, TX"
1057,"Real County, TX"
2216,"Red River County, TX"
2029,"Reeves County, TX"
96,"Refugio County, TX"
2847,"Roberts County, TX"
2552,"Robertson County, TX"
279,"Rockwall County, TX"
2075,"Runnels County, TX"
658,"Rusk County, TX"
565,"Sabine County, TX"
1982,"San Augustine County, TX"
729,"San Jacinto County, TX"
2941,"San Patricio County, TX"
2593,"San Saba County, TX"
227,"Schleicher County, TX"
2193,"Scurry County, TX"
728,"Shackelford County, TX"
1482,"Shelby County, TX"
2252,"Sherman County, TX"
2549,"Smith County, TX"
2583,"Somervell County, TX"
2382,"Starr County, TX"
2789,"Stephens County, TX"
1368,"Sterling County, TX"
375,"Stonewall County, TX"
417,"Sutton County, TX"
1331,"Swisher County, TX"
1322,"Tarrant County, TX"
3081,"Taylor County, TX"
2076,"Terrell County, TX"
1050,"Terry County, TX"
2163,"Throckmorton County, TX"
1030,"Titus County, TX"
2574,"Tom Green County, TX"
3111,"Travis County, TX"
2650,"Trinity County, TX"
1190,"Tyler County, TX"
2883,"Upshur County, TX"
608,"Upton County, TX"
2253,"Uvalde County, TX"
2526,"Val Verde County, TX"
1646,"Van Zandt County, TX"
1160,"Victoria County, TX"
1272,"Walker County, TX"
874,"Waller County, TX"
2754,"Ward County, TX"
526,"Washington County, TX"
2967,"Webb County, TX"
767,"Wharton County, TX"
2939,"Wheeler County, TX"
1136,"Wichita County, TX"
2756,"Wilbarger County, TX"
1207,"Willacy County, TX"
1592,"Williamson County, TX"
2312,"Wilson County, TX"
1369,"Winkler County, TX"
1462,"Wise County, TX"
1785,"Wood County, TX"
2577,"Yoakum County, TX"
1952,"Young County, TX"
3092,"Zapata County, TX"
273,"Zavala County, TX"
2114,"Beaver County, UT"
631,"Box Elder County, UT"
141,"Cache County, UT"
2564,"Carbon County, UT"
1877,"Daggett County, UT"
560,"Davis County, UT"
266,"Duchesne County, UT"
1777,"Emery County, UT"
1386,"Garfield County, UT"
3004,"Grand County, UT"
2678,"Iron County, UT"
2529,"Juab County, UT"
1169,"Kane County, UT"
827,"Millard County, UT"
828,"Morgan County, UT"
1650,"Piute County, UT"
23,"Rich County, UT"
1355,"Salt Lake County, UT"
2728,"San Juan County, UT"
2681,"Sanpete County, UT"
1371,"Sevier County, UT"
1666,"Summit County, UT"
3005,"Tooele County, UT"
2333,"Uintah County, UT"
2334,"Utah County, UT"
2760,"Wasatch County, UT"
1448,"Washington County, UT"
2418,"Wayne County, UT"
917,"Weber County, UT"
1925,"Accomack County, VA"
1932,"Albemarle County, VA"
263,"Alexandria city, VA"
413,"Alleghany County, VA"
2053,"Amelia County, VA"
385,"Amherst County, VA"
2389,"Appomattox County, VA"
1432,"Arlington County, VA"
1648,"Augusta County, VA"
1484,"Bath County, VA"
1217,"Bedford County, VA"
2722,"Bland County, VA"
2143,"Botetourt County, VA"
2074,"Bristol city, VA"
2973,"Brunswick County, VA"
412,"Buchanan County, VA"
557,"Buckingham County, VA"
1161,"Buena Vista city, VA"
2644,"Campbell County, VA"
3047,"Caroline County, VA"
1433,"Carroll County, VA"
1372,"Charles City County, VA"
959,"Charlotte County, VA"
295,"Charlottesville city, VA"
939,"Chesapeake city, VA"
2954,"Chesterfield County, VA"
1934,"Clarke County, VA"
3082,"Colonial Heights city, VA"
394,"Covington city, VA"
503,"Craig County, VA"
2884,"Culpeper County, VA"
1577,"Cumberland County, VA"
1660,"Danville city, VA"
2052,"Dickenson County, VA"
2009,"Dinwiddie County, VA"
370,"Emporia city, VA"
407,"Essex County, VA"
2769,"Fairfax County, VA"
1083,"Fairfax city, VA"
693,"Falls Church city, VA"
967,"Fauquier County, VA"
321,"Floyd County, VA"
2398,"Fluvanna County, VA"
1165,"Franklin County, VA"
1145,"Franklin city, VA"
3008,"Frederick County, VA"
2472,"Fredericksburg city, VA"
2570,"Galax city, VA"
1256,"Giles County, VA"
575,"Gloucester County, VA"
731,"Goochland County, VA"
1226,"Grayson County, VA"
780,"Greene County, VA"
1950,"Greensville County, VA"
1680,"Halifax County, VA"
3006,"Hampton city, VA"
210,"Hanover County, VA"
1149,"Harrisonburg city, VA"
1099,"Henrico County, VA"
262,"Henry County, VA"
2929,"Highland County, VA"
1674,"Hopewell city, VA"
962,"Isle of Wight County, VA"
38,"James City County, VA"
2558,"King George County, VA"
822,"King William County, VA"
308,"King and Queen County, VA"
3102,"Lancaster County, VA"
2854,"Lee County, VA"
1797,"Lexington city, VA"
2872,"Loudoun County, VA"
2675,"Louisa County, VA"
877,"Lunenburg County, VA"
2663,"Lynchburg city, VA"
845,"Madison County, VA"
1431,"Manassas Park city, VA"
2906,"Manassas city, VA"
2379,"Martinsville city, VA"
2503,"Mathews County, VA"
3132,"Mecklenburg County, VA"
341,"Middlesex County, VA"
27,"Montgomery County, VA"
2369,"Nelson County, VA"
1212,"New Kent County, VA"
1470,"Newport News city, VA"
2028,"Norfolk city, VA"
2917,"Northampton County, VA"
425,"Northumberland County, VA"
2155,"Norton city, VA"
2376,"Nottoway County, VA"
744,"Orange County, VA"
2197,"Page County, VA"
807,"Patrick County, VA"
2740,"Petersburg city, VA"
1237,"Pittsylvania County, VA"
35,"Poquoson city, VA"
1720,"Portsmouth city, VA"
673,"Powhatan County, VA"
2563,"Prince Edward County, VA"
2976,"Prince George County, VA"
1312,"Prince William County, VA"
2030,"Pulaski County, VA"
968,"Radford city, VA"
384,"Rappahannock County, VA"
3105,"Richmond County, VA"
652,"Richmond city, VA"
1647,"Roanoke County, VA"
914,"Roanoke city, VA"
2295,"Rockbridge County, VA"
2888,"Rockingham County, VA"
228,"Russell County, VA"
26,"Salem city, VA"
1324,"Scott County, VA"
1723,"Shenandoah County, VA"
1622,"Smyth County, VA"
2747,"Southampton County, VA"
2930,"Spotsylvania County, VA"
48,"Stafford County, VA"
2160,"Staunton city, VA"
2751,"Suffolk city, VA"
95,"Surry County, VA"
1564,"Sussex County, VA"
2862,"Tazewell County, VA"
3100,"Virginia Beach city, VA"
2899,"Warren County, VA"
1625,"Washington County, VA"
310,"Waynesboro city, VA"
2240,"Westmoreland County, VA"
2192,"Williamsburg city, VA"
1514,"Winchester city, VA"
2410,"Wise County, VA"
1265,"Wythe County, VA"
2879,"York County, VA"
2867,"Addison County, VT"
2299,"Bennington County, VT"
2142,"Caledonia County, VT"
2620,"Chittenden County, VT"
876,"Essex County, VT"
85,"Franklin County, VT"
2367,"Grand Isle County, VT"
1164,"Lamoille County, VT"
395,"Orange County, VT"
3122,"Orleans County, VT"
891,"Rutland County, VT"
2741,"Washington County, VT"
3121,"Windham County, VT"
2649,"Windsor County, VT"
2617,"Adams County, WA"
1756,"Asotin County, WA"
1885,"Benton County, WA"
1704,"Chelan County, WA"
1316,"Clallam County, WA"
2693,"Clark County, WA"
1128,"Columbia County, WA"
2237,"Cowlitz County, WA"
1866,"Douglas County, WA"
1778,"Ferry County, WA"
3108,"Franklin County, WA"
1935,"Garfield County, WA"
2559,"Grant County, WA"
2210,"Grays Harbor County, WA"
1310,"Island County, WA"
856,"Jefferson County, WA"
1958,"King County, WA"
2813,"Kitsap County, WA"
1167,"Kittitas County, WA"
2173,"Klickitat County, WA"
170,"Lewis County, WA"
2793,"Lincoln County, WA"
2877,"Mason County, WA"
1303,"Okanogan County, WA"
1974,"Pacific County, WA"
1478,"Pend Oreille County, WA"
2979,"Pierce County, WA"
2174,"San Juan County, WA"
2912,"Skagit County, WA"
3135,"Skamania County, WA"
1258,"Snohomish County, WA"
1304,"Spokane County, WA"
1317,"Stevens County, WA"
3054,"Thurston County, WA"
1,"Wahkiakum County, WA"
2420,"Walla Walla County, WA"
1684,"Whatcom County, WA"
2817,"Whitman County, WA"
1267,"Yakima County, WA"
1519,"Adams County, WI"
757,"Ashland County, WI"
1699,"Barron County, WI"
991,"Bayfield County, WI"
2175,"Brown County, WI"
3007,"Buffalo County, WI"
1972,"Burnett County, WI"
1926,"Calumet County, WI"
2013,"Chippewa County, WI"
2949,"Clark County, WI"
2914,"Columbia County, WI"
1171,"Crawford County, WI"
1892,"Dane County, WI"
1868,"Dodge County, WI"
3078,"Door County, WI"
2110,"Douglas County, WI"
158,"Dunn County, WI"
1270,"Eau Claire County, WI"
1671,"Florence County, WI"
996,"Fond du Lac County, WI"
1305,"Forest County, WI"
2735,"Grant County, WI"
1468,"Green County, WI"
427,"Green Lake County, WI"
2535,"Iowa County, WI"
1700,"Iron County, WI"
168,"Jackson County, WI"
1969,"Jefferson County, WI"
2982,"Juneau County, WI"
615,"Kenosha County, WI"
